"","workerid","target1","target2","competitor1","competitor2","target_location","competitor_location","look","target_look","competitor_look"
"1311",1979,1,7,2,8,"topleft","bottomleft","topright",0,0
"1312",1979,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1313",1979,4,10,3,9,"bottomright","topright","center",0,0
"1314",1979,3,9,4,10,"topright","bottomright","topleft",0,0
"1315",1979,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1316",1979,3,9,4,10,"topright","bottomright","center",0,0
"1317",1979,3,9,4,10,"topright","bottomright","bottomright",0,1
"1318",1979,1,7,2,8,"topleft","bottomleft","center",0,0
"1319",1979,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1320",1979,3,9,4,10,"topright","bottomright","topright",1,0
"1321",2116,1,7,2,8,"topleft","bottomleft","center",0,0
"1322",2116,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1323",2116,3,9,4,10,"topright","bottomright","bottomright",0,1
"1324",2116,3,9,4,10,"topright","bottomright","center",0,0
"1325",2116,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1326",2116,3,9,4,10,"topright","bottomright","topleft",0,0
"1327",2116,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1328",2116,4,10,3,9,"bottomright","topright","center",0,0
"1329",2116,4,10,3,9,"bottomright","topright","topright",0,1
"1330",2116,2,8,1,7,"bottomleft","topleft","center",0,0
"1331",2116,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1332",2116,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1333",2116,3,9,4,10,"topright","bottomright","topright",1,0
"1334",2116,4,10,3,9,"bottomright","topright","topleft",0,0
"1335",2116,4,10,3,9,"bottomright","topright","bottomright",1,0
"1336",2116,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1337",2116,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1338",2116,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1339",2116,2,8,1,7,"bottomleft","topleft","topright",0,0
"1340",2116,1,7,2,8,"topleft","bottomleft","topright",0,0
"1341",1872,1,7,2,8,"topleft","bottomleft","center",0,0
"1342",1872,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1343",1872,2,8,1,7,"bottomleft","topleft","center",0,0
"1344",1872,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1345",1872,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1346",1872,4,10,3,9,"bottomright","topright","topleft",0,0
"1347",1872,4,10,3,9,"bottomright","topright","center",0,0
"1348",1872,4,10,3,9,"bottomright","topright","topright",0,1
"1349",1872,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1350",1872,1,7,2,8,"topleft","bottomleft","topright",0,0
"1351",1872,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1352",1872,3,9,4,10,"topright","bottomright","topleft",0,0
"1353",1872,3,9,4,10,"topright","bottomright","center",0,0
"1354",1872,3,9,4,10,"topright","bottomright","bottomright",0,1
"1355",1872,3,9,4,10,"topright","bottomright","topright",1,0
"1356",1872,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1357",1872,4,10,3,9,"bottomright","topright","bottomright",1,0
"1358",1872,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1359",1872,2,8,1,7,"bottomleft","topleft","topright",0,0
"1360",1872,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1361",2158,4,10,3,9,"bottomright","topright","topleft",0,0
"1362",2158,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1363",2158,4,10,3,9,"bottomright","topright","bottomright",1,0
"1364",2158,4,10,3,9,"bottomright","topright","center",0,0
"1365",2158,4,10,3,9,"bottomright","topright","topright",0,1
"1366",2158,1,7,2,8,"topleft","bottomleft","center",0,0
"1367",2158,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1368",2158,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1369",2158,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1370",2158,1,7,2,8,"topleft","bottomleft","topright",0,0
"1371",2158,2,8,1,7,"bottomleft","topleft","topright",0,0
"1372",2158,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1373",2158,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1374",2158,2,8,1,7,"bottomleft","topleft","center",0,0
"1375",2158,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1376",2158,3,9,4,10,"topright","bottomright","topleft",0,0
"1377",2158,3,9,4,10,"topright","bottomright","center",0,0
"1378",2158,3,9,4,10,"topright","bottomright","bottomright",0,1
"1379",2158,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1380",2158,3,9,4,10,"topright","bottomright","topright",1,0
"1381",1932,4,10,3,9,"bottomright","topright","center",0,0
"1382",1932,4,10,3,9,"bottomright","topright","topleft",0,0
"1383",1932,4,10,3,9,"bottomright","topright","topright",0,1
"1384",1932,4,10,3,9,"bottomright","topright","bottomright",1,0
"1385",1932,1,7,2,8,"topleft","bottomleft","topright",0,0
"1386",1932,1,7,2,8,"topleft","bottomleft","center",0,0
"1387",1932,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1388",1932,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1389",1932,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1390",1932,3,9,4,10,"topright","bottomright","center",0,0
"1391",1932,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1392",1932,3,9,4,10,"topright","bottomright","topleft",0,0
"1393",1932,3,9,4,10,"topright","bottomright","topright",1,0
"1394",1932,3,9,4,10,"topright","bottomright","bottomright",0,1
"1395",1932,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1396",1932,2,8,1,7,"bottomleft","topleft","center",0,0
"1397",1932,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1398",1932,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1399",1932,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1400",1932,2,8,1,7,"bottomleft","topleft","topright",0,0
"1401",1894,3,9,4,10,"topright","bottomright","center",0,0
"1402",1894,3,9,4,10,"topright","bottomright","topleft",0,0
"1403",1894,3,9,4,10,"topright","bottomright","topright",1,0
"1404",1894,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1405",1894,3,9,4,10,"topright","bottomright","bottomright",0,1
"1406",1894,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1407",1894,2,8,1,7,"bottomleft","topleft","topright",0,0
"1408",1894,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1409",1894,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1410",1894,2,8,1,7,"bottomleft","topleft","center",0,0
"1411",1894,4,10,3,9,"bottomright","topright","topleft",0,0
"1412",1894,4,10,3,9,"bottomright","topright","center",0,0
"1413",1894,4,10,3,9,"bottomright","topright","bottomright",1,0
"1414",1894,4,10,3,9,"bottomright","topright","topright",0,1
"1415",1894,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1416",1894,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1417",1894,1,7,2,8,"topleft","bottomleft","center",0,0
"1418",1894,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1419",1894,1,7,2,8,"topleft","bottomleft","topright",0,0
"1420",1894,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1421",1953,3,9,4,10,"topright","bottomright","bottomright",0,1
"1422",1953,3,9,4,10,"topright","bottomright","topright",1,0
"1423",1953,3,9,4,10,"topright","bottomright","center",0,0
"1424",1953,4,10,3,9,"bottomright","topright","bottomright",1,0
"1425",1953,4,10,3,9,"bottomright","topright","topright",0,1
"1426",1953,4,10,3,9,"bottomright","topright","center",0,0
"1427",1953,1,7,2,8,"topleft","bottomleft","topright",0,0
"1428",1953,1,7,2,8,"topleft","bottomleft","center",0,0
"1429",1953,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1430",1953,2,8,1,7,"bottomleft","topleft","topright",0,0
"1431",1953,2,8,1,7,"bottomleft","topleft","center",0,0
"1432",1953,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1433",1953,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1434",1953,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1435",1953,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1436",1953,3,9,4,10,"topright","bottomright","topleft",0,0
"1437",1953,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1438",1953,4,10,3,9,"bottomright","topright","topleft",0,0
"1439",1953,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1440",1953,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1441",2069,3,9,4,10,"topright","bottomright","center",0,0
"1442",2069,3,9,4,10,"topright","bottomright","topright",1,0
"1443",2069,3,9,4,10,"topright","bottomright","bottomright",0,1
"1444",2069,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1445",2069,4,10,3,9,"bottomright","topright","topleft",0,0
"1446",2069,1,7,2,8,"topleft","bottomleft","center",0,0
"1447",2069,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1448",2069,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1449",2069,2,8,1,7,"bottomleft","topleft","center",0,0
"1450",2069,2,8,1,7,"bottomleft","topleft","topright",0,0
"1451",2069,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1452",2069,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1453",2069,4,10,3,9,"bottomright","topright","bottomright",1,0
"1454",2069,4,10,3,9,"bottomright","topright","center",0,0
"1455",2069,4,10,3,9,"bottomright","topright","topright",0,1
"1456",2069,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1457",2069,3,9,4,10,"topright","bottomright","topleft",0,0
"1458",2069,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1459",2069,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1460",2169,2,8,1,7,"bottomleft","topleft","center",0,0
"1461",2169,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1462",2169,4,10,3,9,"bottomright","topright","center",0,0
"1463",2169,4,10,3,9,"bottomright","topright","topright",0,1
"1464",2169,4,10,3,9,"bottomright","topright","bottomright",1,0
"1465",2169,3,9,4,10,"topright","bottomright","center",0,0
"1466",2169,3,9,4,10,"topright","bottomright","topright",1,0
"1467",2169,3,9,4,10,"topright","bottomright","bottomright",0,1
"1468",2169,1,7,2,8,"topleft","bottomleft","center",0,0
"1469",2169,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1470",2169,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1471",2169,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1472",2169,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1473",2169,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1474",2169,4,10,3,9,"bottomright","topright","topleft",0,0
"1475",2169,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1476",2169,2,8,1,7,"bottomleft","topleft","topright",0,0
"1477",2169,3,9,4,10,"topright","bottomright","topleft",0,0
"1478",2169,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1479",2169,1,7,2,8,"topleft","bottomleft","topright",0,0
"1480",2135,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1481",2135,1,7,2,8,"topleft","bottomleft","center",0,0
"1482",2135,1,7,2,8,"topleft","bottomleft","topright",0,0
"1483",2135,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1484",2135,3,9,4,10,"topright","bottomright","center",0,0
"1485",2135,3,9,4,10,"topright","bottomright","topright",1,0
"1486",2135,3,9,4,10,"topright","bottomright","bottomright",0,1
"1487",2135,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1488",2135,4,10,3,9,"bottomright","topright","center",0,0
"1489",2135,4,10,3,9,"bottomright","topright","bottomright",1,0
"1490",2135,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1491",2135,2,8,1,7,"bottomleft","topleft","center",0,0
"1492",2135,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1493",2135,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1494",2135,4,10,3,9,"bottomright","topright","topright",0,1
"1495",2135,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1496",2135,4,10,3,9,"bottomright","topright","topleft",0,0
"1497",2135,2,8,1,7,"bottomleft","topleft","topright",0,0
"1498",2135,3,9,4,10,"topright","bottomright","topleft",0,0
"1499",2135,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1500",2175,3,9,4,10,"topright","bottomright","topleft",0,0
"1501",2175,3,9,4,10,"topright","bottomright","topright",1,0
"1502",2175,3,9,4,10,"topright","bottomright","bottomright",0,1
"1503",2175,4,10,3,9,"bottomright","topright","center",0,0
"1504",2175,4,10,3,9,"bottomright","topright","topright",0,1
"1505",2175,4,10,3,9,"bottomright","topright","bottomright",1,0
"1506",2175,2,8,1,7,"bottomleft","topleft","topright",0,0
"1507",2175,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1508",2175,2,8,1,7,"bottomleft","topleft","center",0,0
"1509",2175,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1510",2175,1,7,2,8,"topleft","bottomleft","topright",0,0
"1511",2175,1,7,2,8,"topleft","bottomleft","center",0,0
"1512",2175,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1513",2175,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1514",2175,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1515",2175,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1516",2175,3,9,4,10,"topright","bottomright","center",0,0
"1517",2175,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1518",2175,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1519",2137,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1520",2137,1,7,2,8,"topleft","bottomleft","topright",0,0
"1521",2137,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1522",2137,1,7,2,8,"topleft","bottomleft","center",0,0
"1523",2137,2,8,1,7,"bottomleft","topleft","center",0,0
"1524",2137,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1525",2137,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1526",2137,4,10,3,9,"bottomright","topright","topright",0,1
"1527",2137,4,10,3,9,"bottomright","topright","bottomright",1,0
"1528",2137,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1529",2137,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1530",2137,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1531",2137,3,9,4,10,"topright","bottomright","center",0,0
"1532",2137,3,9,4,10,"topright","bottomright","bottomright",0,1
"1533",2137,3,9,4,10,"topright","bottomright","topright",1,0
"1534",2137,4,10,3,9,"bottomright","topright","center",0,0
"1535",2137,4,10,3,9,"bottomright","topright","topleft",0,0
"1536",2137,2,8,1,7,"bottomleft","topleft","topright",0,0
"1537",2137,3,9,4,10,"topright","bottomright","topleft",0,0
"1538",2173,4,10,3,9,"bottomright","topright","topright",0,1
"1539",2173,4,10,3,9,"bottomright","topright","center",0,0
"1540",2173,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1541",2173,4,10,3,9,"bottomright","topright","bottomright",1,0
"1542",2173,4,10,3,9,"bottomright","topright","topleft",0,0
"1543",2173,2,8,1,7,"bottomleft","topleft","topright",0,0
"1544",2173,2,8,1,7,"bottomleft","topleft","center",0,0
"1545",2173,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1546",2173,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1547",2173,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1548",2173,1,7,2,8,"topleft","bottomleft","center",0,0
"1549",2173,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1550",2173,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1551",2173,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1552",2173,3,9,4,10,"topright","bottomright","topright",1,0
"1553",2173,3,9,4,10,"topright","bottomright","center",0,0
"1554",2173,3,9,4,10,"topright","bottomright","topleft",0,0
"1555",2173,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1556",2173,3,9,4,10,"topright","bottomright","bottomright",0,1
"1557",2173,1,7,2,8,"topleft","bottomleft","topright",0,0
"1558",1972,2,8,1,7,"bottomleft","topleft","center",0,0
"1559",1972,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1560",1972,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1561",1972,4,10,3,9,"bottomright","topright","bottomright",1,0
"1562",1972,4,10,3,9,"bottomright","topright","topright",0,1
"1563",1972,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1564",1972,3,9,4,10,"topright","bottomright","center",0,0
"1565",1972,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1566",1972,4,10,3,9,"bottomright","topright","center",0,0
"1567",1972,3,9,4,10,"topright","bottomright","bottomright",0,1
"1568",1972,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1569",1972,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1570",1972,1,7,2,8,"topleft","bottomleft","center",0,0
"1571",1972,2,8,1,7,"bottomleft","topleft","topright",0,0
"1572",1972,1,7,2,8,"topleft","bottomleft","topright",0,0
"1573",2181,2,8,1,7,"bottomleft","topleft","center",0,0
"1574",2181,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1575",2181,4,10,3,9,"bottomright","topright","topleft",0,0
"1576",2181,4,10,3,9,"bottomright","topright","center",0,0
"1577",2181,4,10,3,9,"bottomright","topright","topright",0,1
"1578",2181,3,9,4,10,"topright","bottomright","center",0,0
"1579",2181,3,9,4,10,"topright","bottomright","bottomright",0,1
"1580",2181,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1581",2181,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1582",2181,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1583",2181,1,7,2,8,"topleft","bottomleft","center",0,0
"1584",2181,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1585",2181,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1586",2181,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1587",2181,2,8,1,7,"bottomleft","topleft","topright",0,0
"1588",2181,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1589",2181,3,9,4,10,"topright","bottomright","topright",1,0
"1590",2181,4,10,3,9,"bottomright","topright","bottomright",1,0
"1591",2181,1,7,2,8,"topleft","bottomleft","topright",0,0
"1592",2181,3,9,4,10,"topright","bottomright","topleft",0,0
"1593",1904,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1594",1904,1,7,2,8,"topleft","bottomleft","center",0,0
"1595",1904,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1596",1904,1,7,2,8,"topleft","bottomleft","topright",0,0
"1597",1904,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1598",1904,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1599",1904,2,8,1,7,"bottomleft","topleft","center",0,0
"1600",1904,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1601",1904,2,8,1,7,"bottomleft","topleft","topright",0,0
"1602",1904,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1603",1904,3,9,4,10,"topright","bottomright","center",0,0
"1604",1904,3,9,4,10,"topright","bottomright","topright",1,0
"1605",1904,3,9,4,10,"topright","bottomright","bottomright",0,1
"1606",1904,3,9,4,10,"topright","bottomright","topleft",0,0
"1607",1904,4,10,3,9,"bottomright","topright","topleft",0,0
"1608",1904,4,10,3,9,"bottomright","topright","center",0,0
"1609",1904,4,10,3,9,"bottomright","topright","topright",0,1
"1610",1904,4,10,3,9,"bottomright","topright","bottomright",1,0
"1611",1904,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1612",1904,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1613",2153,2,8,1,7,"bottomleft","topleft","center",0,0
"1614",2153,2,8,1,7,"bottomleft","topleft","topright",0,0
"1615",2153,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1616",2153,4,10,3,9,"bottomright","topright","center",0,0
"1617",2153,4,10,3,9,"bottomright","topright","topright",0,1
"1618",2153,4,10,3,9,"bottomright","topright","bottomright",1,0
"1619",2153,1,7,2,8,"topleft","bottomleft","center",0,0
"1620",2153,1,7,2,8,"topleft","bottomleft","topright",0,0
"1621",2153,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1622",2153,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1623",2153,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1624",2153,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1625",2153,4,10,3,9,"bottomright","topright","topleft",0,0
"1626",2153,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1627",2153,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1628",2153,3,9,4,10,"topright","bottomright","center",0,0
"1629",2153,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1630",2153,3,9,4,10,"topright","bottomright","topleft",0,0
"1631",2153,3,9,4,10,"topright","bottomright","bottomright",0,1
"1632",2153,3,9,4,10,"topright","bottomright","topright",1,0
"1633",1903,3,9,4,10,"topright","bottomright","center",0,0
"1634",1903,3,9,4,10,"topright","bottomright","bottomright",0,1
"1635",1903,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1636",1903,1,7,2,8,"topleft","bottomleft","center",0,0
"1637",1903,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1638",1903,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1639",1903,4,10,3,9,"bottomright","topright","center",0,0
"1640",1903,4,10,3,9,"bottomright","topright","bottomright",1,0
"1641",1903,4,10,3,9,"bottomright","topright","topright",0,1
"1642",1903,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1643",1903,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1644",1903,3,9,4,10,"topright","bottomright","topright",1,0
"1645",1903,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1646",1903,2,8,1,7,"bottomleft","topleft","center",0,0
"1647",1903,2,8,1,7,"bottomleft","topleft","topright",0,0
"1648",1903,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1649",1903,1,7,2,8,"topleft","bottomleft","topright",0,0
"1650",1903,3,9,4,10,"topright","bottomright","topleft",0,0
"1651",1903,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1652",1903,4,10,3,9,"bottomright","topright","topleft",0,0
"1653",2102,3,9,4,10,"topright","bottomright","bottomright",0,1
"1654",2102,3,9,4,10,"topright","bottomright","center",0,0
"1655",2102,3,9,4,10,"topright","bottomright","topright",1,0
"1656",2102,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1657",2102,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1658",2102,1,7,2,8,"topleft","bottomleft","center",0,0
"1659",2102,4,10,3,9,"bottomright","topright","center",0,0
"1660",2102,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1661",2102,4,10,3,9,"bottomright","topright","bottomright",1,0
"1662",2102,4,10,3,9,"bottomright","topright","topright",0,1
"1663",2102,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1664",2102,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1665",2102,2,8,1,7,"bottomleft","topleft","center",0,0
"1666",2102,2,8,1,7,"bottomleft","topleft","topright",0,0
"1667",2102,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1668",2102,4,10,3,9,"bottomright","topright","topleft",0,0
"1669",2102,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1670",2102,3,9,4,10,"topright","bottomright","topleft",0,0
"1671",2102,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1672",2102,1,7,2,8,"topleft","bottomleft","topright",0,0
"1673",2035,3,9,4,10,"topright","bottomright","topleft",0,0
"1674",2035,3,9,4,10,"topright","bottomright","center",0,0
"1675",2035,3,9,4,10,"topright","bottomright","topright",1,0
"1676",2035,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1677",2035,2,8,1,7,"bottomleft","topleft","center",0,0
"1678",2035,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1679",2035,3,9,4,10,"topright","bottomright","bottomright",0,1
"1680",2035,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1681",2035,1,7,2,8,"topleft","bottomleft","center",0,0
"1682",2035,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1683",2035,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1684",2035,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1685",2035,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1686",2035,4,10,3,9,"bottomright","topright","center",0,0
"1687",2035,4,10,3,9,"bottomright","topright","topleft",0,0
"1688",2035,4,10,3,9,"bottomright","topright","bottomright",1,0
"1689",2035,4,10,3,9,"bottomright","topright","topright",0,1
"1690",2035,2,8,1,7,"bottomleft","topleft","topright",0,0
"1691",2035,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1692",2035,1,7,2,8,"topleft","bottomleft","topright",0,0
"1693",2026,4,10,3,9,"bottomright","topright","topright",0,1
"1694",2026,1,7,2,8,"topleft","bottomleft","topright",0,0
"1695",2026,3,9,4,10,"topright","bottomright","topright",1,0
"1696",2026,3,9,4,10,"topright","bottomright","topleft",0,0
"1697",2026,3,9,4,10,"topright","bottomright","center",0,0
"1698",2026,3,9,4,10,"topright","bottomright","bottomright",0,1
"1699",2026,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1700",2026,1,7,2,8,"topleft","bottomleft","center",0,0
"1701",2026,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1702",2026,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1703",2026,2,8,1,7,"bottomleft","topleft","topright",0,0
"1704",2026,4,10,3,9,"bottomright","topright","bottomright",1,0
"1705",2026,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1706",2026,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1707",2026,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1708",2026,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1709",2026,4,10,3,9,"bottomright","topright","center",0,0
"1710",2026,4,10,3,9,"bottomright","topright","topleft",0,0
"1711",2026,2,8,1,7,"bottomleft","topleft","center",0,0
"1712",2026,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1713",2160,2,8,1,7,"bottomleft","topleft","center",0,0
"1714",2160,2,8,1,7,"bottomleft","topleft","topleft",0,1
"1715",2160,4,10,3,9,"bottomright","topright","topleft",0,0
"1716",2160,4,10,3,9,"bottomright","topright","center",0,0
"1717",2160,4,10,3,9,"bottomright","topright","bottomleft",0,0
"1718",2160,4,10,3,9,"bottomright","topright","bottomright",1,0
"1719",2160,4,10,3,9,"bottomright","topright","topright",0,1
"1720",2160,1,7,2,8,"topleft","bottomleft","center",0,0
"1721",2160,1,7,2,8,"topleft","bottomleft","topleft",1,0
"1722",2160,1,7,2,8,"topleft","bottomleft","bottomleft",0,1
"1723",2160,2,8,1,7,"bottomleft","topleft","bottomright",0,0
"1724",2160,2,8,1,7,"bottomleft","topleft","bottomleft",1,0
"1725",2160,3,9,4,10,"topright","bottomright","center",0,0
"1726",2160,3,9,4,10,"topright","bottomright","bottomright",0,1
"1727",2160,2,8,1,7,"bottomleft","topleft","topright",0,0
"1728",2160,3,9,4,10,"topright","bottomright","topleft",0,0
"1729",2160,1,7,2,8,"topleft","bottomleft","topright",0,0
"1730",2160,1,7,2,8,"topleft","bottomleft","bottomright",0,0
"1731",2160,3,9,4,10,"topright","bottomright","bottomleft",0,0
"1732",2160,3,9,4,10,"topright","bottomright","topright",1,0
